onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,divs_pq
481.0,0.25,481.0,0.25,15392,8,65,1,n2574,32
481.25,0.25,481.25,0.25,15400,8,69,1,n2575,32
481.5,0.25,481.5,0.25,15408,8,72,1,n2576,32
481.75,0.25,481.75,0.25,15416,8,77,1,n2577,32
482.0,0.25,482.0,0.25,15424,8,47,1,n2578,32
482.25,0.25,482.25,0.25,15432,8,50,1,n2579,32
482.5,0.25,482.5,0.25,15440,8,55,1,n2580,32
482.75,0.25,482.75,0.25,15448,8,59,1,n2581,32
483.0,0.25,483.0,0.25,15456,8,86,1,n2582,32
483.25,0.25,483.25,0.25,15464,8,83,1,n2583,32
483.5,0.25,483.5,0.25,15472,8,79,1,n2584,32
483.75,0.25,483.75,0.25,15480,8,77,1,n2585,32
484.0,0.25,484.0,0.25,15488,8,74,1,n2586,32
484.25,0.25,484.25,0.25,15496,8,71,1,n2587,32
484.5,0.25,484.5,0.25,15504,8,67,1,n2588,32
484.75,0.25,484.75,0.25,15512,8,65,1,n2589,32
485.0,0.25,485.0,0.25,15520,8,62,1,n2590,32
485.25,0.25,485.25,0.25,15528,8,59,1,n2591,32
485.5,0.25,485.5,0.25,15536,8,55,1,n2592,32
485.75,0.25,485.75,0.25,15544,8,53,1,n2593,32
486.0,0.5,486.0,0.5,15552,16,64,1,n2595,32
486.0,0.25,486.0,0.25,15552,8,72,1,n2594,32
486.25,0.25,486.25,0.25,15560,8,71,1,n2598,32
486.5,0.5,486.5,0.5,15568,16,55,1,n2599,32
486.5,0.25,486.5,0.25,15568,8,72,1,n2600,32
486.75,0.25,486.75,0.25,15576,8,76,1,n2601,32
487.0,0.5,487.0,0.5,15584,16,59,1,n2603,32
487.0,0.25,487.0,0.25,15584,8,74,1,n2602,32
487.25,0.25,487.25,0.25,15592,8,72,1,n2606,32
487.5,0.5,487.5,0.5,15600,16,55,1,n2607,32
487.5,0.25,487.5,0.25,15600,8,74,1,n2608,32
487.75,0.25,487.75,0.25,15608,8,77,1,n2609,32
488.0,0.5,488.0,0.5,15616,16,60,1,n2611,32
488.0,0.25,488.0,0.25,15616,8,76,1,n2610,32
488.25,0.25,488.25,0.25,15624,8,74,1,n2614,32
488.5,0.5,488.5,0.5,15632,16,55,1,n2615,32
488.5,0.25,488.5,0.25,15632,8,76,1,n2616,32
488.75,0.25,488.75,0.25,15640,8,79,1,n2617,32
489.0,0.5,489.0,0.5,15648,16,62,1,n2619,32
489.0,0.25,489.0,0.25,15648,8,77,1,n2618,32
489.25,0.25,489.25,0.25,15656,8,76,1,n2622,32
489.5,0.5,489.5,0.5,15664,16,55,1,n2623,32
489.5,0.25,489.5,0.25,15664,8,77,1,n2624,32
489.75,0.25,489.75,0.25,15672,8,81,1,n2625,32
490.0,1.0,490.0,1.0,15680,32,64,1,n2626,32
490.0,0.25,490.0,0.25,15680,8,79,1,n2627,32
490.25,0.25,490.25,0.25,15688,8,84,1,n2628,32
490.5,0.25,490.5,0.25,15696,8,88,1,n2629,32
490.75,0.25,490.75,0.25,15704,8,83,1,n2630,32
491.0,0.25,491.0,0.25,15712,8,84,1,n2631,32
491.25,0.25,491.25,0.25,15720,8,79,1,n2632,32
491.5,0.5,491.5,0.5,15728,16,53,1,n2634,32
491.5,0.5,491.5,0.5,15728,16,62,1,n2633,32
491.5,0.25,491.5,0.25,15728,8,81,1,n2635,32
491.75,0.25,491.75,0.25,15736,8,77,1,n2636,32
492.0,1.0,492.0,1.0,15744,32,55,1,n2638,32
492.0,0.5,492.0,0.5,15744,16,60,1,n2637,32
492.0,0.5,492.0,0.5,15744,16,76,1,n2639,32
492.5,0.5,492.5,0.5,15760,16,59,1,n2643,32
492.5,0.5,492.5,0.5,15760,16,74,1,n2642,32
493.25,0.25,493.25,0.25,15784,8,79,1,n2644,32
493.5,0.25,493.5,0.25,15792,8,77,1,n2645,32
493.75,0.25,493.75,0.25,15800,8,76,1,n2646,32
494.0,0.25,494.0,0.25,15808,8,65,1,n2648,32
494.0,1.0,494.0,1.0,15808,32,74,1,n2647,32
494.25,0.25,494.25,0.25,15816,8,72,1,n2649,32
494.5,0.25,494.5,0.25,15824,8,71,1,n2650,32
494.75,0.25,494.75,0.25,15832,8,72,1,n2651,32
495.0,0.25,495.0,0.25,15840,8,67,1,n2652,32
495.0,0.75,495.0,0.75,15840,24,76,1,n2653,32
495.25,0.25,495.25,0.25,15848,8,72,1,n2655,32
495.5,0.25,495.5,0.25,15856,8,71,1,n2658,32
495.75,0.25,495.75,0.25,15864,8,72,1,n2661,32
495.75,0.125,495.75,0.125,15864,4,74,1,n2660,32
495.875,0.125,495.875,0.125,15868,4,76,1,n2662,32
496.0,0.25,496.0,0.25,15872,8,69,1,n2664,32
496.0,1.5,496.0,1.5,15872,48,77,1,n2663,32
496.25,0.25,496.25,0.25,15880,8,72,1,n2665,32
496.5,0.25,496.5,0.25,15888,8,71,1,n2666,32
496.75,0.25,496.75,0.25,15896,8,72,1,n2667,32
497.0,0.25,497.0,0.25,15904,8,67,1,n2668,32
497.25,0.25,497.25,0.25,15912,8,72,1,n2669,32
497.5,0.25,497.5,0.25,15920,8,71,1,n2670,32
497.5,0.5,497.5,0.5,15920,16,76,1,n2671,32
497.75,0.25,497.75,0.25,15928,8,72,1,n2672,32
498.0,0.25,498.0,0.25,15936,8,65,1,n2675,32
498.0,0.5,498.0,0.5,15936,16,74,1,n2674,32
498.25,0.25,498.25,0.25,15944,8,72,1,n2676,32
498.5,0.25,498.5,0.25,15952,8,71,1,n2677,32
498.5,0.0,498.5,0.0,15952,0,73,1,n2679,32
498.5,0.5,498.5,0.5,15952,16,74,1,n2678,32
498.75,0.25,498.75,0.25,15960,8,72,1,n2680,32
499.0,0.25,499.0,0.25,15968,8,67,1,n2681,32
499.0,0.5,499.0,0.5,15968,16,76,1,n2682,32
499.25,0.25,499.25,0.25,15976,8,72,1,n2683,32
499.5,0.25,499.5,0.25,15984,8,71,1,n2685,32
499.5,0.0,499.5,0.0,15984,0,75,1,n2684,32
499.5,0.5,499.5,0.5,15984,16,76,1,n2686,32
499.75,0.25,499.75,0.25,15992,8,72,1,n2687,32
500.0,0.25,500.0,0.25,16000,8,69,1,n2688,32
500.0,0.25,500.0,0.25,16000,8,76,1,n2689,32
500.25,0.25,500.25,0.25,16008,8,72,1,n2691,32
500.25,0.25,500.25,0.25,16008,8,79,1,n2690,32
500.5,0.25,500.5,0.25,16016,8,71,1,n2693,32
500.5,1.0,500.5,1.0,16016,32,77,1,n2692,32
500.75,0.25,500.75,0.25,16024,8,72,1,n2694,32
501.0,0.25,501.0,0.25,16032,8,67,1,n2695,32
501.25,0.25,501.25,0.25,16040,8,72,1,n2696,32
501.5,0.25,501.5,0.25,16048,8,71,1,n2698,32
501.5,0.5,501.5,0.5,16048,16,76,1,n2697,32
501.75,0.25,501.75,0.25,16056,8,72,1,n2699,32
502.0,0.0,502.0,0.0,16064,0,73,1,n2701,32
502.0,1.0,502.0,1.0,16064,32,74,1,n2700,32
502.5,0.5,502.5,0.5,16080,16,65,1,n2703,32
502.5,0.5,502.5,0.5,16080,16,69,1,n2702,32
503.0,0.5,503.0,0.5,16096,16,64,1,n2705,32
503.0,0.5,503.0,0.5,16096,16,68,1,n2704,32
503.5,0.5,503.5,0.5,16112,16,65,1,n2707,32
503.5,0.5,503.5,0.5,16112,16,69,1,n2706,32
504.0,0.0,504.0,0.0,16128,0,80,1,n2708,32
504.0,1.0,504.0,1.0,16128,32,81,1,n2709,32
504.5,0.5,504.5,0.5,16144,16,65,1,n2710,32
504.5,0.5,504.5,0.5,16144,16,69,1,n2711,32
505.0,0.5,505.0,0.5,16160,16,64,1,n2713,32
505.0,0.5,505.0,0.5,16160,16,68,1,n2712,32
505.5,0.5,505.5,0.5,16176,16,65,1,n2714,32
505.5,0.5,505.5,0.5,16176,16,69,1,n2715,32
506.0,0.0,506.0,0.0,16192,0,83,1,n2716,32
506.0,1.0,506.0,1.0,16192,32,84,1,n2717,32
506.5,0.5,506.5,0.5,16208,16,65,1,n2718,32
506.5,0.5,506.5,0.5,16208,16,69,1,n2719,32
507.0,0.5,507.0,0.5,16224,16,64,1,n2721,32
507.0,0.5,507.0,0.5,16224,16,68,1,n2720,32
507.5,0.5,507.5,0.5,16240,16,65,1,n2723,32
507.5,0.5,507.5,0.5,16240,16,69,1,n2722,32
508.0,0.0,508.0,0.0,16256,0,80,1,n2724,32
508.0,0.5,508.0,0.5,16256,16,81,1,n2725,32
508.5,0.0,508.5,0.0,16272,0,83,1,n2727,32
508.5,0.5,508.5,0.5,16272,16,84,1,n2726,32
509.0,0.0,509.0,0.0,16288,0,76,1,n2728,32
509.0,0.5,509.0,0.5,16288,16,77,1,n2729,32
509.5,0.0,509.5,0.0,16304,0,80,1,n2730,32
509.5,0.5,509.5,0.5,16304,16,81,1,n2731,32
510.0,0.0,510.0,0.0,16320,0,73,1,n2732,32
510.0,0.5,510.0,0.5,16320,16,74,1,n2733,32
510.5,0.0,510.5,0.0,16336,0,76,1,n2735,32
510.5,0.5,510.5,0.5,16336,16,77,1,n2734,32
511.0,0.0,511.0,0.0,16352,0,68,1,n2736,32
511.0,0.5,511.0,0.5,16352,16,69,1,n2737,32
511.5,0.0,511.5,0.0,16368,0,71,1,n2738,32
511.5,0.5,511.5,0.5,16368,16,72,1,n2739,32
512.0,0.25,512.0,0.25,16384,8,55,1,n2741,32
512.0,0.0,512.0,0.0,16384,0,67,1,n2740,32
512.0,0.0,512.0,0.0,16384,0,72,1,n2742,32
512.0,0.0,512.0,0.0,16384,0,76,1,n2743,32
512.0,1.0,512.0,1.0,16384,32,79,1,n2746,32
512.25,0.25,512.25,0.25,16392,8,64,1,n2745,32
512.5,0.25,512.5,0.25,16400,8,60,1,n2747,32
512.75,0.25,512.75,0.25,16408,8,64,1,n2748,32
513.0,0.25,513.0,0.25,16416,8,55,1,n2749,32
513.0,0.25,513.0,0.25,16416,8,77,1,n2750,32
513.25,0.25,513.25,0.25,16424,8,64,1,n2752,32
513.25,0.25,513.25,0.25,16424,8,76,1,n2751,32
513.5,0.25,513.5,0.25,16432,8,60,1,n2753,32
513.5,0.25,513.5,0.25,16432,8,74,1,n2754,32
513.75,0.25,513.75,0.25,16440,8,64,1,n2756,32
513.75,0.25,513.75,0.25,16440,8,72,1,n2755,32
514.0,0.25,514.0,0.25,16448,8,55,1,n2757,32
514.0,2.0,514.0,2.0,16448,64,74,1,n2758,32
514.25,0.25,514.25,0.25,16456,8,65,1,n2760,32
514.5,0.25,514.5,0.25,16464,8,59,1,n2762,32
514.75,0.25,514.75,0.25,16472,8,65,1,n2765,32
515.0,0.25,515.0,0.25,16480,8,55,1,n2767,32
515.25,0.25,515.25,0.25,16488,8,65,1,n2770,32
515.5,0.25,515.5,0.25,16496,8,59,1,n2773,32
515.75,0.25,515.75,0.25,16504,8,65,1,n2776,32
516.0,0.25,516.0,0.25,16512,8,60,1,n2779,32
516.0,0.5,516.0,0.5,16512,16,72,1,n2778,32
516.25,0.25,516.25,0.25,16520,8,67,1,n2780,32
516.5,0.25,516.5,0.25,16528,8,64,1,n2781,32
516.5,0.25,516.5,0.25,16528,8,84,1,n2782,32
516.75,0.25,516.75,0.25,16536,8,67,1,n2783,32
516.75,0.25,516.75,0.25,16536,8,84,1,n2784,32
517.0,0.5,517.0,0.5,16544,16,60,1,n2786,32
517.0,0.25,517.0,0.25,16544,8,84,1,n2785,32
517.25,0.25,517.25,0.25,16552,8,79,1,n2787,32
517.5,0.25,517.5,0.25,16560,8,76,1,n2788,32
517.75,0.25,517.75,0.25,16568,8,72,1,n2789,32
518.0,0.25,518.0,0.25,16576,8,59,1,n2790,32
518.0,0.5,518.0,0.5,16576,16,74,1,n2791,32
518.25,0.25,518.25,0.25,16584,8,67,1,n2792,32
518.5,0.25,518.5,0.25,16592,8,62,1,n2793,32
518.5,0.25,518.5,0.25,16592,8,86,1,n2794,32
518.75,0.25,518.75,0.25,16600,8,67,1,n2796,32
518.75,0.25,518.75,0.25,16600,8,86,1,n2795,32
519.0,0.5,519.0,0.5,16608,16,59,1,n2798,32
519.0,0.25,519.0,0.25,16608,8,86,1,n2797,32
519.25,0.25,519.25,0.25,16616,8,83,1,n2799,32
519.5,0.25,519.5,0.25,16624,8,79,1,n2800,32
519.75,0.25,519.75,0.25,16632,8,74,1,n2801,32
520.0,0.25,520.0,0.25,16640,8,60,1,n2802,32
520.0,0.5,520.0,0.5,16640,16,76,1,n2803,32
520.25,0.25,520.25,0.25,16648,8,67,1,n2804,32
520.5,0.25,520.5,0.25,16656,8,64,1,n2805,32
520.5,0.25,520.5,0.25,16656,8,88,1,n2806,32
520.75,0.25,520.75,0.25,16664,8,67,1,n2807,32
520.75,0.25,520.75,0.25,16664,8,88,1,n2808,32
521.0,0.5,521.0,0.5,16672,16,60,1,n2810,32
521.0,0.25,521.0,0.25,16672,8,88,1,n2809,32
521.25,0.25,521.25,0.25,16680,8,84,1,n2811,32
521.5,0.25,521.5,0.25,16688,8,79,1,n2812,32
521.75,0.25,521.75,0.25,16696,8,76,1,n2813,32
522.0,1.0,522.0,1.0,16704,32,53,1,n2816,32
522.0,1.0,522.0,1.0,16704,32,57,1,n2814,32
522.0,1.0,522.0,1.0,16704,32,62,1,n2817,32
522.0,0.25,522.0,0.25,16704,8,80,1,n2815,32
522.25,0.25,522.25,0.25,16712,8,81,1,n2818,32
522.5,0.25,522.5,0.25,16720,8,77,1,n2819,32
522.75,0.25,522.75,0.25,16728,8,74,1,n2820,32
523.0,1.0,523.0,1.0,16736,32,55,1,n2821,32
523.0,1.0,523.0,1.0,16736,32,62,1,n2822,32
523.0,1.0,523.0,1.0,16736,32,65,1,n2824,32
523.0,0.25,523.0,0.25,16736,8,76,1,n2823,32
523.25,0.25,523.25,0.25,16744,8,77,1,n2825,32
523.5,0.25,523.5,0.25,16752,8,74,1,n2827,32
523.75,0.25,523.75,0.25,16760,8,71,1,n2828,32
524.0,0.5,524.0,0.5,16768,16,60,1,n2831,32
524.0,0.5,524.0,0.5,16768,16,64,1,n2830,32
524.0,0.25,524.0,0.25,16768,8,72,1,n2829,32
524.25,0.25,524.25,0.25,16776,8,71,1,n2832,32
524.5,0.25,524.5,0.25,16784,8,72,1,n2833,32
524.75,0.25,524.75,0.25,16792,8,71,1,n2834,32
525.0,0.25,525.0,0.25,16800,8,36,1,n2835,32
525.0,0.25,525.0,0.25,16800,8,72,1,n2836,32
525.25,0.25,525.25,0.25,16808,8,48,1,n2837,32
525.25,0.25,525.25,0.25,16808,8,67,1,n2838,32
525.5,0.25,525.5,0.25,16816,8,47,1,n2839,32
525.5,0.25,525.5,0.25,16816,8,64,1,n2840,32
525.75,0.25,525.75,0.25,16824,8,48,1,n2842,32
525.75,0.25,525.75,0.25,16824,8,60,1,n2841,32
526.0,0.5,526.0,0.5,16832,16,47,1,n2843,32
526.0,0.25,526.0,0.25,16832,8,62,1,n2844,32
526.25,0.25,526.25,0.25,16840,8,73,1,n2845,32
526.5,0.25,526.5,0.25,16848,8,74,1,n2846,32
526.75,0.25,526.75,0.25,16856,8,73,1,n2847,32
527.0,0.25,527.0,0.25,16864,8,47,1,n2848,32
527.0,0.25,527.0,0.25,16864,8,74,1,n2849,32
527.25,0.25,527.25,0.25,16872,8,59,1,n2850,32
527.25,0.25,527.25,0.25,16872,8,71,1,n2851,32
527.5,0.25,527.5,0.25,16880,8,57,1,n2852,32
527.5,0.25,527.5,0.25,16880,8,67,1,n2853,32
527.75,0.25,527.75,0.25,16888,8,59,1,n2855,32
527.75,0.25,527.75,0.25,16888,8,62,1,n2854,32
528.0,0.5,528.0,0.5,16896,16,60,1,n2856,32
528.0,0.25,528.0,0.25,16896,8,64,1,n2857,32
528.25,0.25,528.25,0.25,16904,8,75,1,n2858,32
528.5,0.25,528.5,0.25,16912,8,76,1,n2859,32
528.75,0.25,528.75,0.25,16920,8,75,1,n2860,32
529.0,0.25,529.0,0.25,16928,8,36,1,n2862,32
529.0,0.25,529.0,0.25,16928,8,76,1,n2861,32
529.25,0.25,529.25,0.25,16936,8,48,1,n2864,32
529.25,0.25,529.25,0.25,16936,8,72,1,n2863,32
529.5,0.25,529.5,0.25,16944,8,47,1,n2866,32
529.5,0.25,529.5,0.25,16944,8,67,1,n2865,32
529.75,0.25,529.75,0.25,16952,8,48,1,n2867,32
529.75,0.25,529.75,0.25,16952,8,64,1,n2868,32
530.0,1.0,530.0,1.0,16960,32,41,1,n2869,32
530.0,1.0,530.0,1.0,16960,32,45,1,n2870,32
530.0,1.0,530.0,1.0,16960,32,50,1,n2872,32
530.0,0.25,530.0,0.25,16960,8,68,1,n2871,32
530.25,0.25,530.25,0.25,16968,8,69,1,n2873,32
530.5,0.25,530.5,0.25,16976,8,65,1,n2874,32
530.75,0.25,530.75,0.25,16984,8,62,1,n2875,32
531.0,1.0,531.0,1.0,16992,32,43,1,n2876,32
531.0,1.0,531.0,1.0,16992,32,50,1,n2877,32
531.0,1.0,531.0,1.0,16992,32,53,1,n2879,32
531.0,0.25,531.0,0.25,16992,8,64,1,n2878,32
531.25,0.25,531.25,0.25,17000,8,65,1,n2880,32
531.5,0.25,531.5,0.25,17008,8,62,1,n2881,32
531.75,0.25,531.75,0.25,17016,8,59,1,n2882,32
532.0,1.0,532.0,1.0,17024,32,48,1,n2884,32
532.0,1.0,532.0,1.0,17024,32,52,1,n2883,32
532.0,0.25,532.0,0.25,17024,8,60,1,n2885,32
532.25,0.25,532.25,0.25,17032,8,72,1,n2886,32
532.5,0.25,532.5,0.25,17040,8,76,1,n2887,32
532.75,0.25,532.75,0.25,17048,8,74,1,n2888,32
533.0,0.25,533.0,0.25,17056,8,72,1,n2889,32
533.25,0.25,533.25,0.25,17064,8,71,1,n2890,32
533.5,0.25,533.5,0.25,17072,8,69,1,n2891,32
533.75,0.25,533.75,0.25,17080,8,67,1,n2892,32
534.0,0.25,534.0,0.25,17088,8,65,1,n2893,32
534.25,0.25,534.25,0.25,17096,8,64,1,n2894,32
534.5,0.25,534.5,0.25,17104,8,62,1,n2895,32
534.75,0.25,534.75,0.25,17112,8,60,1,n2896,32
535.0,0.25,535.0,0.25,17120,8,59,1,n2897,32
535.25,0.25,535.25,0.25,17128,8,57,1,n2898,32
535.5,0.25,535.5,0.25,17136,8,55,1,n2899,32
535.75,0.25,535.75,0.25,17144,8,54,1,n2900,32
536.0,2.25,536.0,2.25,17152,72,53,1,n2901,32
537.0,1.0,537.0,1.0,17184,32,38,1,n2902,32
537.0,1.0,537.0,1.0,17184,32,50,1,n2903,32
538.0,1.0,538.0,1.0,17216,32,35,1,n2905,32
538.0,1.0,538.0,1.0,17216,32,47,1,n2904,32
538.25,0.25,538.25,0.25,17224,8,55,1,n2906,32
538.5,0.25,538.5,0.25,17232,8,57,1,n2907,32
538.75,0.25,538.75,0.25,17240,8,55,1,n2908,32
539.0,1.0,539.0,1.0,17248,32,31,1,n2910,32
539.0,1.0,539.0,1.0,17248,32,43,1,n2911,32
539.0,0.25,539.0,0.25,17248,8,59,1,n2909,32
539.25,0.25,539.25,0.25,17256,8,57,1,n2912,32
539.5,0.25,539.5,0.25,17264,8,55,1,n2913,32
539.75,0.25,539.75,0.25,17272,8,53,1,n2914,32
540.0,0.25,540.0,0.25,17280,8,36,1,n2916,32
540.0,2.0,540.0,2.0,17280,64,50,1,n2915,32
540.0,2.0,540.0,2.0,17280,64,53,1,n2917,32
540.25,0.25,540.25,0.25,17288,8,48,1,n2918,32
540.5,0.25,540.5,0.25,17296,8,47,1,n2919,32
540.75,0.25,540.75,0.25,17304,8,48,1,n2920,32
541.0,0.25,541.0,0.25,17312,8,47,1,n2921,32
541.25,0.25,541.25,0.25,17320,8,48,1,n2922,32
541.5,0.25,541.5,0.25,17328,8,47,1,n2923,32
541.75,0.25,541.75,0.25,17336,8,48,1,n2924,32
542.0,1.0,542.0,1.0,17344,32,36,1,n2925,32
542.0,0.25,542.0,0.25,17344,8,48,1,n2927,32
542.0,0.25,542.0,0.25,17344,8,52,1,n2926,32
542.25,0.25,542.25,0.25,17352,8,60,1,n2928,32
542.5,0.25,542.5,0.25,17360,8,59,1,n2929,32
542.75,0.25,542.75,0.25,17368,8,60,1,n2930,32
543.0,0.25,543.0,0.25,17376,8,55,1,n2931,32
543.25,0.25,543.25,0.25,17384,8,67,1,n2932,32
543.5,0.25,543.5,0.25,17392,8,66,1,n2933,32
543.75,0.25,543.75,0.25,17400,8,67,1,n2934,32
544.0,0.25,544.0,0.25,17408,8,64,1,n2935,32
544.25,0.25,544.25,0.25,17416,8,72,1,n2936,32
544.5,0.25,544.5,0.25,17424,8,71,1,n2937,32
544.75,0.25,544.75,0.25,17432,8,72,1,n2938,32
545.0,0.25,545.0,0.25,17440,8,67,1,n2939,32
545.25,0.25,545.25,0.25,17448,8,76,1,n2940,32
545.5,0.25,545.5,0.25,17456,8,74,1,n2941,32
545.75,0.25,545.75,0.25,17464,8,76,1,n2942,32
546.0,0.25,546.0,0.25,17472,8,72,1,n2943,32
546.25,0.25,546.25,0.25,17480,8,72,1,n2944,32
546.5,0.25,546.5,0.25,17488,8,71,1,n2945,32
546.75,0.25,546.75,0.25,17496,8,72,1,n2946,32
547.0,0.25,547.0,0.25,17504,8,76,1,n2947,32
547.25,0.25,547.25,0.25,17512,8,72,1,n2948,32
547.5,0.25,547.5,0.25,17520,8,79,1,n2949,32
547.75,0.25,547.75,0.25,17528,8,76,1,n2950,32
548.0,0.25,548.0,0.25,17536,8,48,1,n2952,32
548.0,1.0,548.0,1.0,17536,32,84,1,n2951,32
548.25,0.25,548.25,0.25,17544,8,60,1,n2953,32
548.5,0.25,548.5,0.25,17552,8,64,1,n2954,32
548.75,0.25,548.75,0.25,17560,8,60,1,n2955,32
549.0,0.25,549.0,0.25,17568,8,55,1,n2959,32
549.0,1.0,549.0,1.0,17568,32,76,1,n2958,32
549.0,1.0,549.0,1.0,17568,32,79,1,n2956,32
549.0,1.0,549.0,1.0,17568,32,84,1,n2957,32
549.25,0.25,549.25,0.25,17576,8,60,1,n2960,32
549.5,0.25,549.5,0.25,17584,8,52,1,n2961,32
549.75,0.25,549.75,0.25,17592,8,55,1,n2962,32
550.0,1.0,550.0,1.0,17600,32,48,1,n2966,32
550.0,1.0,550.0,1.0,17600,32,76,1,n2965,32
550.0,1.0,550.0,1.0,17600,32,79,1,n2964,32
550.0,1.0,550.0,1.0,17600,32,84,1,n2963,32
